kode_satker,kementerian,nama_satker,kode_barang,nup,koordinat,luas,jenis_barang,nama_barang,SURAT JAWABAN PENGGUNA BARANG,TANGGAL SURAT JAWABAN PENGGUNA BARANG,HASIL JAWABAN,PEMETAAN AWAL BERBASIS KEYWORD,TAHAP_BERIKUT,PENYAMPAIAN_KLARIFIKASI_REKAP,FLAG_REKONSILIASI_D_E,CATATAN_REKONSILIASI,id
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010101001,3,,,Bangunan Gedung Kantor,Bangunan Gedung Kantor Permanen,PL.202/61/DNG.Bna/2026,46225.0,"Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-165
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,4,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-166
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201010,5,,,Rumah Negara,Rumah Negara Golongan I Tipe D Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-167
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,5,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-168
022042200521904000KD,KEMENTERIAN PERHUBUNGAN,KANTOR UNIT PENYELENGGARA PELABUHAN NUSA PENIDA,4010101001,5,,,Bangunan Gedung Kantor,Bangunan Gedung Kantor Permanen,UM.006/181/UPP.Npe/2026,46227.0,tidak ada tercatat pada Aplikasi SIMAN aset BMN Kantor UPP Kelas II Nusa Penida.,Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-169
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201010,6,,,Rumah Negara,Rumah Negara Golongan I Tipe D Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-170
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201010,7,,,Rumah Negara,Rumah Negara Golongan I Tipe D Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-171
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,8,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0,Penghapusan BMN Risalah Lelang Nomor : 1182/65/2023 tanggal 9 November 2023,Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-172
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,9,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0,Penghapusan BMN Risalah Lelang Nomor : 1182/65/2023 tanggal 9 November 2023,Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-173
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010101001,11,,,Bangunan Gedung Kantor,Bangunan Gedung Kantor Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-174
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010101001,15,,,Bangunan Gedung Kantor,Bangunan Gedung Kantor Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-175
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,23,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-176
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,24,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0," Penghapusan BMN
Persetujuan Penghapusan Nomor : S-146/MK.6/KNL.1401/2022
tanggal 18 Oktober 2022",Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-177
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,36,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0,Penghapusan BMN Risalah Lelang Nomor : 8/68/2019 tanggal 23 Januari 2019,Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-178
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,37,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0,Penghapusan BMN Risalah Lelang Nomor : 8/68/2019 tanggal 23 Januari 2019,Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-179
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,38,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0,Penghapusan BMN Risalah Lelang Nomor : 8/68/2019 tanggal 23 Januari 2019,Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-180
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,39,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0,Penghapusan BMN Risalah Lelang Nomor : 8/68/2019 tanggal 23 Januari 2019,Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-181
022042200287612000KD,KEMENTERIAN PERHUBUNGAN,DISTRIK NAVIGASI BENOA,4010201007,40,,,Rumah Negara,Rumah Negara Golongan I Tipe C Permanen,PL.202/61/DNG.Bna/2026,46225.0,Penghapusan BMN Risalah Lelang Nomor : 8/68/2019 tanggal 23 Januari 2019,Lainnya/perlu telaah manual,PENELUSURAN,SUDAH,-,-,BMN-182
019012200579342000KD,KEMENTERIAN PERINDUSTRIAN,Balai Diklat Industri,4010101001,2,,,Bangunan Gedung Kantor,Bangunan Gedung Kantor Permanen,B/2575/BPSDMI/BDI-Denpasar/BMN/VII/2026,46230.0,"telah dilakukan mekanisme Transfer Keluar BMN pada tahun 2023 kepada satuan kerja Direktorat Jenderal Industri Kecil, Menengah, dan Aneka (Kode Satker: 019.05.0100.247949.000.KP)",Anomali data/pencatatan atau perubahan organisasi,PENELITIAN,SUDAH,-,-,BMN-183
012222200344354000KD,KEMENTERIAN PERTAHANAN,ZIDAM IX/UDY,2010104001,167,,,Tanah Bangunan Kantor,Tanah Bangunan Kantor Pemerintah,B/906/VII/2026,46233.0,diperuntukkan untuk sebagai Mako Satgas Sektor Timur RI-RDTL,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-184
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,1,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-185
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010204001,2,,,Bangunan Mess/Asrama,Mess/Wisma/Bungalow/Tempat Peristirahatan Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-186
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,2,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-187
018062200220064000KD,KEMENTERIAN PERTANIAN,BPTU SAPI BALI,4010101002,2,,,Bangunan Gedung Kantor,Bangunan Gedung Kantor Semi Permanen,B-1299/PL.330/F2.J/07/2026,46232.0,Sudah dilakukan pemusnahan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-188
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010204001,3,,,Bangunan Mess/Asrama,Mess/Wisma/Bungalow/Tempat Peristirahatan Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-189
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,3,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-190
018062200220064000KD,KEMENTERIAN PERTANIAN,BPTU SAPI BALI,4010101001,4,,,Bangunan Gedung Kantor,Bangunan Gedung Kantor Permanen,B-1299/PL.330/F2.J/07/2026,46232.0,"tidak ditemukan, sudah dilakukan koreksi pencatatan",Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-191
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010204001,6,,,Bangunan Mess/Asrama,Mess/Wisma/Bungalow/Tempat Peristirahatan Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-192
018062200220064000KD,KEMENTERIAN PERTANIAN,BPTU SAPI BALI,4010101001,7,,,Bangunan Gedung Kantor,Bangunan Gedung Kantor Permanen,B-1299/PL.330/F2.J/07/2026,46232.0,"tidak ditemukan, sudah dilakukan koreksi pencatatan",Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-193
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,8,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-194
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,9,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-195
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,10,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-196
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,23,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-197
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,24,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-198
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,25,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-199
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,26,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-200
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,27,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-201
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,29,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-202
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,33,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-203
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,37,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-204
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,44,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-205
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,45,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-206
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,46,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-207
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,49,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-208
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,50,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-209
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,51,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-210
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,52,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-211
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,53,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-212
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,54,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-213
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,55,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-214
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,56,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-215
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,57,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-216
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,58,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-217
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,59,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-218
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,63,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-219
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,66,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-220
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,68,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-221
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,70,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-222
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,71,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-223
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,84,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-224
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,86,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-225
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,4010201001,88,,,Rumah Negara,Rumah Negara Golongan I Tipe A Permanen,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-226
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,2010104001,101,,,Tanah Bangunan Kantor,Tanah Bangunan Kantor Pemerintah,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-227
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,2010104001,122,,,Tanah Bangunan Kantor,Tanah Bangunan Kantor Pemerintah,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-228
018052200229061000DK,KEMENTERIAN PERTANIAN,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI,2010104001,125,,,Tanah Bangunan Kantor,Tanah Bangunan Kantor Pemerintah,B.15.000/8635/BUN/DISTANPANGAN,46232.0,Sudah Dialihstatuskan ke Satker Pusat Direktorat Jenderal Perkebunan,Belum ada hasil jawaban,DATA TIDAK LENGKAP,SUDAH,-,-,BMN-229
